sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:unit,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer;;;;;
NPU03695,Urine in Patient volume,609462,,millilitre,0.57,APPROVED,EQUAL,Tomer Sagi,1727447605326,3036603,Volume of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727447271614,;;;;;
NPU28820,Carbon dioxide in Plasma central venous blood gas tension,117492,,kilopascal,0.58,APPROVED,EQUAL,Tomer Sagi,1727447734865,1616989,Carbon dioxide [Partial pressure] in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445380142,;;;;;
NPU17139,Carbon dioxide in Plasma cord Blood; arterial Blood gas tension,173797,,kilopascal,0.54,APPROVED,EQUAL,Tomer Sagi,1727447742099,3003932,Carbon dioxide [Partial pressure] in Arterial cord blood,Measurement,MAPS_TO,,<auto>,1727445381069,;;;;
NPU18168,Interleukin 2 receptor in Plasma arbitrary substance concentration,103840,,(procedure defined unit),0.58,APPROVED,EQUAL,Tomer Sagi,1727942527682,3044138,Interleukin 2 receptor [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,kU/L by https://www.bohlab.dk/index.php/npu18168,Tomer Sagi,1727942526711,;;;;;
NPU26678,Erythrocyte antigen in Erythrocytes Blood category,1103792,,,0.54,APPROVED,EQUAL,Tomer Sagi,1727548912642,3002529,ABO group [Type] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548902610,;;;;;
NPU26678,Erythrocyte antigen in Erythrocytes Blood category,1103792,,,0.54,APPROVED,EQUAL,Tomer Sagi,1727548912642,3003310,Rh [Type] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548911012,;;;;;
NPU21730,Rheumatoid factor in Plasma arbitrary substance concentration,265121,,10Â³ international unit per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727963131786,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445770495,;;;;;
NPU10814,Alternaria alternata antibody in Plasma arbitrary substance concentration,94334,,10Â³ international unit per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727533758859,3038205,Alternaria alternata IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727533757142,;;;;;
NPU19844,M-component in Plasma mass concentration,102638,,gram per litre,0.33,APPROVED,EQUAL,Tomer Sagi,1727945361603,3046299,Protein.monoclonal [Mass/volume] in Serum or Plasma by Electrophoresis,Measurement,MAPS_TO,,Tomer Sagi,1727945359928,;;;;;
NPU03982,Neutrophilocytes in Blood number concentration,332165,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727948069248,3017732,Neutrophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727948025324,;;;;;
NPU03543,Testosterone in Plasma substance concentration,668848,,nanomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727965690870,3017446,Testosterone [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727965689469,;;;;;
NPU03609,Treponema pallidum flagellum antibody in Plasma arbitrary concentration,298315,,,0.46,APPROVED,INEXACT,Tomer Sagi,1730059608445,3019832,Treponema pallidum Ab [Presence] in Serum,Measurement,MAPS_TO,Did not find a specific flagellum antibody,Tomer Sagi,1727977979996,;;;;;
NPU01253,Androstenedione in Plasma substance concentration,264914,,nanomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727535039154,3022411,Androstenedione [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445778606,;;;;;
NPU03974,Promyelocytes in Blood number concentration,1084808,,10<sup>9</sup> per litre,0.56,APPROVED,EQUAL,Tomer Sagi,1727962384813,3022709,Promyelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727962383522,;;;;;
NPU26646,U1 small nuclear ribonucleoprotein (70 kDa+A+C) antibody in Plasma arbitrary substance concentration,231789,,(procedure defined unit),0.44,APPROVED,EQUAL,Tomer Sagi,1727979732165,3043986,U1 small nuclear ribonucleoprotein IgG Ab [Units/volume] in Serum,Measurement,MAPS_TO,units by https://labportal.rh.dk/Labkaoversigt.asp?Id=4341,Tomer Sagi,1727979731175,;;;;;
NPU01443,Calcium in Plasma substance concentration,16474947,,millimole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727541204565,3015377,Calcium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727538092802,;;;;;
NPU08958,Benzodiazepines in Urine arbitrary concentration,100827,,,0.64,APPROVED,EQUAL,Tomer Sagi,1729583294132,42868622,Benzodiazepines [Mass/volume] in Urine by Screen method,Measurement,MAPS_TO,,Tomer Sagi,1729583130465,;;;;;
NPU03800,Creatininium in Patient Urine substance rate,327243,,millimole per day,0.30,APPROVED,EQUAL,Tomer Sagi,1727546220721,3014724,Creatinine [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Tomer Sagi,1727546216964,;;;;;
NPU04014,Follitropin in Plasma arbitrary substance concentration,1016973,,international unit per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727550054938,3023323,Follitropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727550053567,;;;;;
NPU02321,Haemoglobin in Erythrocytes Blood substance concentration,15027416,,millimole per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727935004690,40762530,MCHC [Moles/volume],Measurement,MAPS_TO,,Tomer Sagi,1727934994106,;;;;;
NPU03242,Progesterone in Plasma substance concentration,296378,,nanomole per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1727962279241,3005082,Progesterone [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445788219,;;;;;
NPU21856,T-lymphocytes in Lymphocytes Blood number ratio,100519,,,0.54,APPROVED,EQUAL,Tomer Sagi,1727968428437,1175426,CD3 cells/100 lymphocytes in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727968427576,;;;;;
NPU12564,SjÃ¶gren syndrome A antibody in Plasma arbitrary substance concentration,264618,,(procedure defined unit),0.24,APPROVED,EQUAL,Tomer Sagi,1727965475022,3043998,Sjogrens syndrome-A extractable nuclear IgG Ab [Units/volume] in Serum,Measurement,MAPS_TO,units by https://labportal.rh.dk/Labkaoversigt.asp?Id=4359,Tomer Sagi,1727965400402,;;;;;
NPU10265,Oxyhaemoglobin in Haemoglobin Fe; total; venous Blood substance fraction,323380,,,0.61,APPROVED,EQUAL,Tomer Sagi,1727951315162,3019230,Fractional oxyhemoglobin in Venous blood,Measurement,MAPS_TO,,<auto>,1727445790121,;;;
NPU26643,DNA topoisomerase 1 antibody in Plasma arbitrary substance concentration,229776,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1729751863072,3014568,SCL-70 extractable nuclear Ab [Presence] in Serum,Measurement,MAPS_TO,PDU: https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/D/DNA%20topoisomerase1-IgG%20[Scl70]%20(Plasma).pdf,Tomer Sagi,1729751855708,;;;;;
NPU28402,Connective tissue disease related antibody in Plasma arbitrary substance concentration,658970,,(procedure defined unit),0.33,APPROVED,EQUAL,Tomer Sagi,1729682519117,36303714,Connective tissue autoimmune Ab panel - Serum,Measurement,MAPS_TO,Checked in PDU,Tomer Sagi,1729682473762,;;;;;
NPU04206,Protein in Urine arbitrary concentration,2445879,,,0.38,APPROVED,EQUAL,Tomer Sagi,1727963044242,3037121,Protein [Mass/volume] in Urine,Measurement,MAPS_TO,g/l by https://www.bohlab.dk/index.php/npu04206,Tomer Sagi,1727963020641,;;;;;
NPU01700,Cobalamin in Plasma substance concentration,14959050,,picomole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727545360257,3009035,Cobalamin (Vitamin B12) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545357891,;;;;;
NPU08556,Glucose in Plasma substance concentration,294596,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445794190,;;;;;
NPU12036,Myeloperoxidase antibody in Plasma arbitrary substance concentration,100460,,(procedure defined unit),0.41,APPROVED,EQUAL,Tomer Sagi,1727946951005,3023150,Myeloperoxidase Ab [Units/volume] in Serum,Measurement,MAPS_TO,https://labportal.rh.dk/Labkaoversigt.asp?Id=4338,Tomer Sagi,1727946948152,;;;;;
NPU26647,Smith's antibody in Plasma arbitrary substance concentration,229068,,(procedure defined unit),0.34,APPROVED,EQUAL,Tomer Sagi,1727965615769,3016921,Smith extractable nuclear Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727965614143,;;;;;
NPU17888,Immunoglobulins; Thyroid-Stimulating in Plasma arbitrary substance concentration,264335,,international unit per litre,0.52,APPROVED,EQUAL,Tomer Sagi,1727940300688,3007498,Thyroid stimulating immunoglobulins [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727940296910,;;;;
NPU03625,Triiodothyronine in Plasma substance concentration,2433140,,picomole per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1727978702046,3008304,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978700835,;;;;;
NPU02346,Hepatitis B virus c antibody in Plasma arbitrary concentration,653476,,,0.47,APPROVED,EQUAL,Tomer Sagi,1730009062383,3021879,Hepatitis B virus core Ab [Presence] in Serum,Measurement,MAPS_TO,it's a presence test by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU02346,Tomer Sagi,1727937714616,;;;;;
NPU03930,Carbamide in Urine substance concentration,292543,,millimole per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727542912339,3011493,Urea nitrogen [Moles/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727542904908,;;;;;
"NPU28161,Deamidated gliadin peptide antibody in Plasma arbitrary substance concentration,320545,,(procedure defined unit),0.37,APPROVED,EQUAL,Tomer Sagi,1729686315523,40761803,Gliadin peptide IgA Ab [Units/volume] in Serum,Measurement,MAPS_TO,""checked PDU (the concentration of a substance measured in arbitrary units, rather than standardized units) :Uhttps://legeforeningen.no/contentassets/45a21f42ccd7401e8b4ce197a60332a1/laboratoriekodeverk-utkast.pdf"",<auto>,1727445800994,";;;;;
NPU01960,Erythrocytes in Blood number concentration,13326636,,10<sup>12</sup> per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727548954987,3026361,Erythrocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548953861,;;;;;
NPU01370,Bilirubins in Plasma substance concentration,31726941,,micromole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727537761072,3006140,Bilirubin.total [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727537759502,;;;;;
NPU19767,Fibrin D-dimer in Plasma mass concentration,228617,,milligram per litre,0.65,APPROVED,EQUAL,Tomer Sagi,1730044964874,3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,Measurement,MAPS_TO,preferring FEU to DDU,Tomer Sagi,1727549778566,;;;;;
NPU26470,Transferrin in Plasma mass concentration,2348517,,gram per litre,0.54,APPROVED,EQUAL,Tomer Sagi,1727968437521,3004789,Transferrin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445806769,;;;;;
NPU03431,Sodium ion in Urine substance concentration,319226,,millimole per litre,0.34,APPROVED,EQUAL,Tomer Sagi,1727965642452,3003181,Sodium [Moles/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727965641263,;;;;;
NPU04073,Homocysteine in Plasma substance concentration,264315,,micromole per litre,0.54,APPROVED,EQUAL,Tomer Sagi,1727938446144,3016724,Homocysteine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727938443977,;;;;;
NPU10199,Oxygen in Haemoglobin Fe; O<sub>2</sub>-binding; venous Blood saturation,650935,,,0.39,APPROVED,EQUAL,Tomer Sagi,1727949578784,3024928,Oxygen saturation in Venous blood,Measurement,MAPS_TO,,<auto>,1727445808608,;;;
NPU08904,Glucose in Plasma substance concentration,290856,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445810072,;;;;;
NPU02192,Glucose in Plasma substance concentration,13278085,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445810516,;;;;;
NPU10167,Oxygen in Patient volume rate,2231161,,litre per minute,0.46,APPROVED,EQUAL,Tomer Sagi,1727949572946,3005629,Inhaled oxygen flow rate,Measurement,MAPS_TO,,Tomer Sagi,1727949566281,;;;;;
NPU26631,Metamyelocytes+Myelocytes+Promyelocytes in Blood number concentration,30901016,,10<sup>9</sup> per litre,0.47,APPROVED,EQUIVALENT,Tomer Sagi,1727945907944,3024507,Metamyelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727945610414,;;;;;
NPU26631,Metamyelocytes+Myelocytes+Promyelocytes in Blood number concentration,30901016,,10<sup>9</sup> per litre,0.47,APPROVED,EQUIVALENT,Tomer Sagi,1727945907944,3021120,Myelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727945617691,;;;;;
NPU26631,Metamyelocytes+Myelocytes+Promyelocytes in Blood number concentration,30901016,,10<sup>9</sup> per litre,0.47,APPROVED,EQUIVALENT,Tomer Sagi,1727945907944,3022709,Promyelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727945900342,;;;;;
NPU04145,Bilirubins in Plasma neonatal substance concentration,227045,,micromole per litre,0.46,APPROVED,EQUAL,Tomer Sagi,1727537584289,3006140,Bilirubin.total [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,non neonatal. No equivalent neonatal code in LOINC,Tomer Sagi,1727537542151,;;;;;
NPU26811,Pro-brain natriuretic peptide(1-76) in Plasma substance concentration,318319,,picomole per litre,0.30,APPROVED,EQUAL,Tomer Sagi,1727962263501,3029435,Natriuretic peptide.B prohormone N-Terminal [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727962261921,;;;;;
NPU08901,Glucose in Plasma substance concentration,257474,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445815644,;;;;;
NPU10762,Atypical cells in Blood number concentration,1000480,,10<sup>9</sup> per litre,0.45,APPROVED,NARROWER,Tomer Sagi,1730061344305,3003774,Abnormal lymphocytes [#/volume] in Blood by Manual count,Measurement,MAPS_TO,no equivalent found,Tomer Sagi,1727536159856,;;;;;
NPU04144,Calcium ion in Plasma substance concentration,12481572,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727541769553,3015377,Calcium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727541654826,;;;;;
NPU03980,Neutrophilocytes in Blood number concentration,289735,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727948077960,3017732,Neutrophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727948076618,;;;;;
NPU27300,N-(1-deoxyfructos-1-yl)haemoglobin beta chain in Haemoglobin beta chain Blood substance fraction,29437417,,millimole per mole,0.29,APPROVED,EQUAL,Tomer Sagi,1727947181887,3004410,Hemoglobin A1c/Hemoglobin.total in Blood,Measurement,MAPS_TO,HbA1c,Tomer Sagi,1727947180821,;;;;;
NPU22111,Glucose in Plasma capillary Blood substance concentration,227002,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550833973,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550832771,;;;;;
NPU10171,Cholesterol+ester; in LDL in Plasma fasting Patient substance concentration,2021893,,millimole per litre,0.43,APPROVED,INEXACT,Tomer Sagi,1730042532709,3001308,Cholesterol in LDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,Could not find  for fasting,Tomer Sagi,1727543618178,;;;;
NPU03768,Zinc in Plasma substance concentration,999511,,micromole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727980811666,3020717,Zinc [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727980810352,;;;;;
NPU08900,Glucose in Plasma substance concentration,256019,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445822538,;;;;;
NPU16065,Hepatitis B virus s antibody in Plasma arbitrary substance concentration,314572,,international unit per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727937852258,3023421,Hepatitis B virus surface Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727937847999,;;;;;
NPU28172,Neutrophilocytes in Blood number concentration,12235637,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727948162540,3017732,Neutrophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727948161747,;;;;;
NPU02902,Neutrophilocytes in Blood number concentration,29222178,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727948166118,3017732,Neutrophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727948165407,;;;;;
NPU02050,Fibrinogen in Plasma substance concentration,254700,,micromole per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727550023244,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Tomer Sagi,1727550021278,;;;;;
NPU21578,Nitrite in Urine arbitrary concentration,997008,,,0.38,APPROVED,EQUAL,Tomer Sagi,1727948264045,3007227,Melanin [Units/volume] in Urine,Measurement,MAPS_TO,,<auto>,1727445826635,;;;;;
NPU27547,Thyrotropin in Plasma arbitrary substance concentration,2003862,,10<sup>-3</sup> international unit per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727966438029,3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727966435941,;;;;;
NPU13080,Dermatophagoides pteronyssinus antibody in Plasma arbitrary substance concentration,285645,,(procedure defined unit),0.42,APPROVED,EQUAL,Tomer Sagi,1730044011693,3023351,European house dust mite IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kiU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13080,Tomer Sagi,1727547809694,;;;;;
NPU09102,Creatininium in Urine substance concentration,7254266,,millimole per litre,0.35,APPROVED,EQUAL,Tomer Sagi,1727546297496,3009508,Creatinine [Moles/volume] in Urine,Measurement,MAPS_TO,note units,Tomer Sagi,1727546295915,;;;;;
NPU03429,Sodium ion in Plasma substance concentration,80028637,,millimole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727965636733,3019550,Sodium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727965635462,;;;;;
NPU19657,gamma-Glutamyltransferase in Plasma catalytic-activity concentration,11184135,,Unit per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727550292776,3026910,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445830625,;;;;;
NPU03577,Thyrotropin in Plasma arbitrary substance concentration,28700446,,10<sup>-3</sup> international unit per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727966453888,3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727966449930,;;;;;
NPU21571,Pro-brain natriuretic peptide(1-76) in Plasma mass concentration,253998,,nanogram per litre,0.33,APPROVED,EQUAL,Tomer Sagi,1727962256968,3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727962253790,;;;;;
NPU01808,Creatininium in Urine substance concentration,983023,,micromole per litre,0.35,APPROVED,EQUAL,Tomer Sagi,1727546337578,3009508,Creatinine [Moles/volume] in Urine,Measurement,MAPS_TO,note units,Tomer Sagi,1727546333527,;;;;;
NPU19677,Albumin in Urine mass concentration,7251526,,milligram per litre,0.56,APPROVED,EQUAL,Tomer Sagi,1727532837705,3012516,Albumin [Mass/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727532835020,;;;;;
NPU03011,Oxygen in Haemoglobin Fe; O<sub>2</sub>-binding; arterial Blood saturation,8555157,,,0.39,APPROVED,EQUAL,Tomer Sagi,1727949585767,3016502,Oxygen saturation in Arterial blood,Measurement,MAPS_TO,,<auto>,1727445834775,;;;
NPU02319,Haemoglobin in Blood substance concentration,77294306,,millimole per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727551059362,40762351,Hemoglobin [Moles/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727551057433,;;;;;
NPU10506,Bacterium; nitrite producing in Urine arbitrary concentration,1941969,,,0.33,APPROVED,EQUAL,Tomer Sagi,1729580867239,3042812,Nitrite [Presence] in Urine,Measurement,MAPS_TO,The test actually measures only nitrite so this is the equivalent LOINC code,Tomer Sagi,1729580866063,;;;;
NPU18282,Eosinophilocytes in Blood number concentration,10653402,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727548309021,3013115,Eosinophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548288175,;;;;;
NPU19661,Albumin/Creatininium in Urine mass ratio,7200682,,10<sup>-3</sup>,0.84,APPROVED,EQUAL,Tomer Sagi,1727532132309,3034485,Albumin/Creatinine [Mass Ratio] in Urine,Measurement,MAPS_TO,,<auto>,1727445837103,;;;;;
NPU04208,Haemoglobin in Urine arbitrary concentration,252718,,,0.37,APPROVED,EQUAL,Tomer Sagi,1730045400212,3003344,Hemoglobin [Presence] in Urine,Measurement,MAPS_TO,needs to be converted to 10^6U/L by table in https://www.analysefortegnelsen.dk/analyselistezoom.asp?Lok=HEH&ID=NPU04208,Tomer Sagi,1727937488137,;;;;;
NPU08977,Oxygen in Plasma arterial Blood gas tension,8554712,,kilopascal,0.62,APPROVED,EQUAL,Tomer Sagi,1727949682843,3027801,Oxygen [Partial pressure] in Arterial blood,Measurement,MAPS_TO,,Tomer Sagi,1727949681341,;;;;;
NPU03278,Protein in Plasma mass concentration,981147,,gram per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727962950029,3020630,Protein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727962948324,;;;;;
NPU27412,Glucose in Plasma substance concentration,28180316,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445839940,;;;;;
NPU03230,Potassium ion in Plasma substance concentration,76939144,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727962154164,3023103,Potassium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727962153121,;;;;;
NPU28289,Fibrin D-dimer in Plasma arbitrary substance concentration,1752100,,(procedure defined unit),0.57,APPROVED,EQUAL,Tomer Sagi,1729685584645,3015823,Fibrin D-dimer [Presence] in Platelet poor plasma,Measurement,MAPS_TO,checked PDU : https://lmv.regionsjaelland.dk/KB/dokument.asp?DokID=505093,Tomer Sagi,1729685581978,;;;;;
NPU19652,Amylase in Plasma catalytic-activity concentration,6755774,,Unit per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727535010168,3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727534927434,;;;;;
NPU10267,Calcifediol+25-Hydroxyergocalciferol in Plasma substance concentration,10481866,,nanomole per litre,0.34,APPROVED,EQUAL,Tomer Sagi,1727538054475,40771025,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445843850,;;;;;
NPU02508,Iron in Plasma substance concentration,8341048,,micromole per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727942786017,3022948,Iron [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727942784774,;;;;;
NPU17997,Albumin in Urine arbitrary concentration,247532,,,0.52,APPROVED,EQUAL,Tomer Sagi,1727532387497,3029937,Albumin [Presence] in Urine by Test strip,Measurement,MAPS_TO,LabTerm mentions this is a test-strip method,Tomer Sagi,1727532371737,;;;;;
NPU01933,Eosinophilocytes in Blood number concentration,27274556,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727548309564,3013115,Eosinophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548301156,;;;;;
NPU18415,Anion gap(incl. K+) in Plasma substance concentration,1678269,,millimole per litre,0.23,APPROVED,EQUAL,Tomer Sagi,1727535264308,3037278,Anion gap 4 in Serum or Plasma,Measurement,MAPS_TO,Anion gap 4 includes K+,Tomer Sagi,1727535253926,;;;;;
NPU02593,Leukocytes in Blood number concentration,65084833,,10<sup>9</sup> per litre,0.58,APPROVED,EQUAL,Tomer Sagi,1727944107983,3010813,Leukocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727944106630,;;;;;
NPU12033,Hepacivirus C antibody in Plasma arbitrary concentration,973580,,,0.33,APPROVED,EQUAL,Tomer Sagi,1730009688504,3017143,Hepatitis C virus Ab [Presence] in Serum,Measurement,MAPS_TO,presence by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU12033,Tomer Sagi,1727937668892,;;;;;
NPU19763,Ferritin in Plasma mass concentration,10155231,,microgram per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727549544965,3001122,Ferritin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727549543844,;;;;;
NPU03579,Thyroxine in Plasma substance concentration,6610054,,picomole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727967011404,3014620,Thyroxine (T4) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727967009485,;;;;;
NPU03688,Urate in Plasma substance concentration,8080769,,millimole per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1727979864399,3026493,Urate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727979862994,;;;;;
NPU08732,Lamotrigine in Plasma substance concentration,245870,,micromole per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1727944062870,3037826,lamoTRIgine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727944061623,;;;;;
NPU03963,Erythrocytes in Urine arbitrary concentration,1676891,,,0.61,APPROVED,EQUAL,Tomer Sagi,1730044287157,3045424,Erythrocytes [Presence] in Urine,Measurement,MAPS_TO,arbitrary value - to be converted by table in procedure to 10^6-U/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU03963,<auto>,1727445853364,;;;;;
NPU01566,Cholesterol+ester in Plasma substance concentration,26607359,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1730042862313,3019900,Cholesterol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1730042858332,;;;;;
