source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Drug 128355,0,VNR,CENTYL MITE MED KALIUMKLORID (125+573 MG ),40011852,RxNorm,2024-05-13,,
Drug 176616,0,VNR,CIRCADIN (2 MG ),19022946,RxNorm,2024-05-13,,
Drug 1362,0,VNR,SPERSADEX COMP. (1+5 MG/ML ),40022927,RxNorm,2024-05-13,,
Drug 81134,0,VNR,"SERTRALIN ""TEVA"" (50 MG )",739209,RxNorm,2024-05-13,,
Drug 373340,0,VNR,SERETIDE (50+250 MIKROG./DOSIS ),36882733,RxNorm Extension,2024-05-13,,
Drug 13679,0,VNR,"SIMVASTATIN ""HEXAL"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 493718,0,VNR,FURIX RETARD (60 MG ),956944,RxNorm,2024-05-13,,
Drug 170273,0,VNR,ALNOK (10 MG ),40228214,RxNorm,2024-05-13,,
Drug 84573,0,VNR,"PARACETAMOL ""SANDOZ"" (500 MG )",19020053,RxNorm,2024-05-13,,
Drug 161208,0,VNR,FUCICORT (1+20 MG/G ),40131262,RxNorm,2024-05-13,,
Drug 498949,0,VNR,"IBUPROFEN ""TEVA"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 3755,0,VNR,BERODUAL (50 + 20 MIKROG./PUST ),43167453,RxNorm Extension,2024-05-13,,
Drug 559070,0,VNR,NOBLIGAN (50 MG ),1103398,RxNorm,2024-05-13,,
Drug 8346,0,VNR,"ZOLPIDEM ""ACTAVIS"" (10 MG )",40163492,RxNorm,2024-05-13,,
Drug 89152,0,VNR,"AMLODIPIN ""SANDOZ"" (10 MG )",19073093,RxNorm,2024-05-13,,
Drug 450584,0,VNR,"QUETIAPINE ""TEVA"" (25 MG )",766820,RxNorm,2024-05-13,,
Drug 58541,0,VNR,"SIMVASTATIN ""SANDOZ"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 575324,0,VNR,ZOLOFT (50 MG ),739209,RxNorm,2024-05-13,,
Drug 84824,0,VNR,"METFORMIN ""TEVA"" (500 MG )",40164929,RxNorm,2024-05-13,,
Drug 51672,0,VNR,APOZEPAM (5 MG ),723042,RxNorm,2024-05-13,,
Drug 525720,0,VNR,XARELTO (20 MG ),40244448,RxNorm,2024-05-13,,
Drug 4222,0,VNR,"IBUPROFEN ""ACTAVIS"" (600 MG )",19019073,RxNorm,2024-05-13,,
Drug 401949,0,VNR,PANCILLIN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 175323,0,VNR,MINI-PE (035 MG ),19019339,RxNorm,2024-05-13,,
Drug 147710,0,VNR,MANDOLGIN (50 MG ),1103398,RxNorm,2024-05-13,,
Drug 493692,0,VNR,FURIX RETARD (30 MG ),19103817,RxNorm,2024-05-13,,
Drug 448217,0,VNR,DOLOPROCT (NA ),43691172,RxNorm Extension,2024-05-13,,
Drug 23168,0,VNR,"BAKLOFEN ""MYLAN"" (10 MG )",715235,RxNorm,2024-05-13,,
Drug 143610,0,VNR,CATAPRESAN (25 MIKROGRAM ),40169599,RxNorm,2024-05-13,,
Drug 85574,0,VNR,ELIQUIS (5 MG ),43013030,RxNorm,2024-05-13,,
Drug 15343,0,VNR,LEVEMIR FLEXPEN (100 E/ML ),1516978,RxNorm,2024-05-13,,
Drug 97139,0,VNR,PONDOCILLIN (500 MG ),19006427,RxNorm,2024-05-13,,
Drug 108852,0,VNR,BENARHIN (64 MIKROGRAM/DOSIS ),19063315,RxNorm,2024-05-13,,
Drug 87320,0,VNR,IMOVANE (75 MG ),19044885,RxNorm,2024-05-13,,
Drug 76114,0,VNR,"METOPROLOLSUCCINAT ""ORION"" (50 MG )",40167216,RxNorm,2024-05-13,,
Drug 165001,0,VNR,PROCTOSEDYL (NA ),44045794,RxNorm Extension,2024-05-13,,
Drug 7921,0,VNR,OPATANOL (1 MG/ML ),40240035,RxNorm,2024-05-13,,
Drug 29116,0,VNR,PRIMPERAN (10 MG ),906891,RxNorm,2024-05-13,,
Drug 101360,0,VNR,CARDOPAX RETARD (40 MG ),1383988,RxNorm,2024-05-13,,
Drug 116137,0,VNR,ELOCON (01 % ),40132039,RxNorm,2024-05-13,,
Drug 50893,0,VNR,"PANTOPRAZOLE ""TEVA"" (20 MG )",948079,RxNorm,2024-05-13,,
Drug 102769,0,VNR,MALFIN (10 MG ),40169893,RxNorm,2024-05-13,,
Drug 179852,0,VNR,FOLIMET (5 MG ),1387453,RxNorm,2024-05-13,,
Drug 16557,0,VNR,"KETOCONAZOLE SHAMPOO ""ACTAVIS"" 2 % (2 % (20 MG/G) )",40048392,RxNorm,2024-05-13,,
Drug 52838,0,VNR,VICTOZA (6 MG/ML ),44123182,RxNorm Extension,2024-05-13,,
Drug 494674,0,VNR,ASASANTIN RETARD (200 + 25 MG ),1718409,RxNorm,2024-05-13,,
Drug 512197,0,VNR,"ACETYLSALICYLSYRE ""TEVA"" (75 MG )",19004043,RxNorm,2024-05-13,,
Drug 5635,0,VNR,OXYNORM (5 MG ),40232754,RxNorm,2024-05-13,,
Drug 494724,0,VNR,KLIOGEST (1+2 MG ),1548444,RxNorm,2024-05-13,,
Drug 15176,0,VNR,SYMBICORT FORTE TURBUHALER (9+320 MIKROG./DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 54546,0,VNR,"ATORVASTATIN ""TEVA"" (10 MG )",1545997,RxNorm,2024-05-13,,
Drug 459131,0,VNR,DOLOPROCT (NA ),43619028,RxNorm Extension,2024-05-13,,
Drug 92878,0,VNR,"SULFAMETIZOL ""ACTAVIS"" (500 MG )",19019820,RxNorm,2024-05-13,,
Drug 161918,0,VNR,"MOMETASONFUROAT ""TEVA"" (50 MIKROGRAM/DOSIS )",42480110,RxNorm Extension,2024-05-13,,
Drug 489609,0,VNR,VOLTAREN RAPID (50 MG ),40162307,RxNorm,2024-05-13,,
Drug 95885,0,VNR,"KLORAMFENIKOL ""DAK"" (05 % )",40023487,RxNorm,2024-05-13,,
Drug 111496,0,VNR,"ALENDRONAT ""TEVA"" (70 MG )",40173612,RxNorm,2024-05-13,,
Drug 81843,0,VNR,"CITALOPRAM ""SANDOZ"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 22368,0,VNR,NORVASC (10 MG ),19073093,RxNorm,2024-05-13,,
Drug 74492,0,VNR,STESOLID (5 MG ),723042,RxNorm,2024-05-13,,
Drug 563502,0,VNR,CONTALGIN (5 MG ),40170025,RxNorm,2024-05-13,,
Drug 516195,0,VNR,"PREDNISON ""DAK"" (5 MG )",1551192,RxNorm,2024-05-13,,
Drug 414045,0,VNR,BONYL (500 MG ),19019273,RxNorm,2024-05-13,,
Drug 403929,0,VNR,IBUMETIN (600 MG ),19019073,RxNorm,2024-05-13,,
Drug 535535,0,VNR,"MAGNESIA ""DAK"" (500 MG )",36880031,RxNorm Extension,2024-05-13,,
Drug 55336,0,VNR,"PANTOPRAZOL ""TAKEDA"" (40 MG )",19080217,RxNorm,2024-05-13,,
Drug 464933,0,VNR,SPIROCORT TURBUHALER (200 MIKROGRAM/DOSIS ),35157438,RxNorm Extension,2024-05-13,,
Drug 568964,0,VNR,PINEX (500 MG ),19020053,RxNorm,2024-05-13,,
Drug 159632,0,VNR,CIPRAMIL (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 5355,0,VNR,FUCITHALMIC (1 % ),40755236,RxNorm Extension,2024-05-13,,
Drug 533681,0,VNR,IBUMETIN (400 MG ),19019072,RxNorm,2024-05-13,,
Drug 462028,0,VNR,DERMOVAT (05 MG/G ),40109001,RxNorm,2024-05-13,,
Drug 18978,0,VNR,FURIX (20 MG ),19077546,RxNorm,2024-05-13,,
Drug 62869,0,VNR,DESORELLE (150+30 MIKROGRAM ),19058045,RxNorm,2024-05-13,,
Drug 141804,0,VNR,ALOPAM (15 MG ),19019484,RxNorm,2024-05-13,,
Drug 81964,0,VNR,"CITALOPRAM ""SANDOZ"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 401851,0,VNR,NORITREN (25 MG ),19021720,RxNorm,2024-05-13,,
Drug 10264,0,VNR,MG,40028361,RxNorm,2024-05-13,,
Drug 86826,0,VNR,"KLORZOXAZON ""DAK"" (250 MG )",19018871,RxNorm,2024-05-13,,
Drug 499261,0,VNR,"ENALAPRIL ""SANDOZ"" (20 MG )",40165773,RxNorm,2024-05-13,,
Drug 416446,0,VNR,COZAAR COMP. (50+125 MG ),40184187,RxNorm,2024-05-13,,
Drug 441958,0,VNR,DYMISTA (137+50 MIKROG/DOSIS ),21109261,RxNorm Extension,2024-05-13,,
Drug 28241,0,VNR,BRICANYL TURBUHALER (05 MG/DOSIS ),43290291,RxNorm Extension,2024-05-13,,
Drug 22269,0,VNR,NORVASC (5 MG ),1332419,RxNorm,2024-05-13,,
Drug 585692,0,VNR,"OMEPRAZOL ""MEDICAL VALLEY"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 7138,0,VNR,NOZINAN (25 MG ),19022286,RxNorm,2024-05-13,,
Drug 110999,0,VNR,HEXALID (5 MG ),723042,RxNorm,2024-05-13,,
Drug 405712,0,VNR,FORTAMOL (287+400 MG ),41117974,RxNorm Extension,2024-05-13,,
Drug 156810,0,VNR,THYCAPZOL (5 MG ),1504672,RxNorm,2024-05-13,,
Drug 394858,0,VNR,"NITROFURANTOIN ""DAK"" (50 MG )",920301,RxNorm,2024-05-13,,
Drug 19541,0,VNR,"MAGNESIA ""DAK"" (500 MG )",36880031,RxNorm Extension,2024-05-13,,
Drug 418111,0,VNR,IUM,40052393,RxNorm,2024-05-13,,
Drug 44339,0,VNR,"KALIUMKLORID ""PS"" (75 MG/ML )",21135457,RxNorm Extension,2024-05-13,,
Drug 195479,0,VNR,ALOPAM (10 MG ),724855,RxNorm,2024-05-13,,
Drug 529321,0,VNR,"ALLOPURINOL ""DAK"" (100 MG )",1167323,RxNorm,2024-05-13,,
Drug 4266,0,VNR,"IBUPROFEN ""ACTAVIS"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 436025,0,VNR,"SERTRALIN ""HEXAL"" (50 MG )",739209,RxNorm,2024-05-13,,
Drug 24366,0,VNR,"SERTRALIN ""KRKA"" (50 MG )",739209,RxNorm,2024-05-13,,
Drug 79053,0,VNR,COZAAR (50 MG ),40185304,RxNorm,2024-05-13,,
Drug 115642,0,VNR,TRUSOPT (20 MG/ML ),19076734,RxNorm,2024-05-13,,
Drug 466219,0,VNR,CONTALGIN (30 MG ),1592359,RxNorm,2024-05-13,,
Drug 17408,0,VNR,ALOPAM (15 MG ),19019484,RxNorm,2024-05-13,,
Drug 59987,0,VNR,"SIMVASTATIN ""ORION"" (40 MG )",1539407,RxNorm,2024-05-13,,
Drug 192625,0,VNR,CENTYL MED KALIUMKLORID (25+573 MG ),19063004,RxNorm,2024-05-13,,
Drug 21568,0,VNR,LANZO (30 MG ),929889,RxNorm,2024-05-13,,
Drug 400422,0,VNR,LOCOID (01% ),40049748,RxNorm,2024-05-13,,
Drug 54320,0,VNR,"KODEIN ""DAK"" (25 MG )",40223099,RxNorm,2024-05-13,,
Drug 411881,0,VNR,RIGEVIDON (015+003 MG ),19057161,RxNorm,2024-05-13,,
Drug 377240,0,VNR,"KLORAMFENIKOL ""DAK"" (05 % )",40023487,RxNorm,2024-05-13,,
Drug 593511,0,VNR,"KLORZOXAZON ""DAK"" (250 MG )",19018871,RxNorm,2024-05-13,,
Drug 95588,0,VNR,ANTABUS (400 MG ),43258147,RxNorm Extension,2024-05-13,,
Drug 400044,0,VNR,SOFRADEX (05 +50 +005 MG/ML ),21042136,RxNorm Extension,2024-05-13,,
Drug 8086,0,VNR,BETNOVAT (1 MG/G ),40019108,RxNorm,2024-05-13,,
Drug 183434,0,VNR,"DIGOXIN ""DAK"" (250 MIKROGRAM )",19018937,RxNorm,2024-05-13,,
Drug 495865,0,VNR,"METFORMIN ""AUROBINDO"" (500 MG )",40164929,RxNorm,2024-05-13,,
Drug 2309,0,VNR,"SULFAMETIZOL ""ACTAVIS"" (500 MG )",19019820,RxNorm,2024-05-13,,
Drug 580092,0,VNR,TRIMOPAN (100 MG ),1705676,RxNorm,2024-05-13,,
Drug 550616,0,VNR,PANODIL BRUS (500 MG ),44818333,RxNorm,2024-05-13,,
Drug 36350,0,VNR,"NITRAZEPAM ""DAK"" (5 MG )",19020025,RxNorm,2024-05-13,,
Drug 488627,0,VNR,LOSEC (20 MG ),19102189,RxNorm,2024-05-13,,
Drug 79969,0,VNR,"CITALOPRAM ""TEVA"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 521260,0,VNR,IMOCLONE (75 MG ),19044885,RxNorm,2024-05-13,,
Drug 143685,0,VNR,LOCOID (01% ),40049748,RxNorm,2024-05-13,,
Drug 86772,0,VNR,"KODEIN ""DAK"" (25 MG )",40223099,RxNorm,2024-05-13,,
Drug 20162,0,VNR,TOBREX DEPOT (3 MG/ML ),902741,RxNorm,2024-05-13,,
Drug 34253,0,VNR,"PANTOPRAZOL ""ACTAVIS"" (40 MG )",19080217,RxNorm,2024-05-13,,
Drug 60805,0,VNR,"ENALAPRIL-HYDROCHLORTHIAZID ""KRKA"" (20+125 MG )",40165771,RxNorm,2024-05-13,,
Drug 103200,0,VNR,CALCIPEN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 1344,0,VNR,IMOZOP (375 MG ),19044884,RxNorm,2024-05-13,,
Drug 7104,0,VNR,NOZINAN (5 MG ),19005172,RxNorm,2024-05-13,,
Drug 63339,0,VNR,IMIGRAN (100 MG ),19079711,RxNorm,2024-05-13,,
Drug 186742,0,VNR,THEO-DUR (300 MG ),1237231,RxNorm,2024-05-13,,
Drug 71555,0,VNR,VISCOTEARS (2 MG/G ),44107643,RxNorm Extension,2024-05-13,,
Drug 512863,0,VNR,"VEPICOMBIN ""DAK"" (1 MILL. IE )",1729720,RxNorm,2024-05-13,,
Drug 512863,0,VNR,"VEPICOMBIN ""DAK"" (1 MILL. IE )",1729720,RxNorm,2024-05-13,,
Drug 398074,0,VNR,"METFORMIN ""AUROBINDO"" (500 MG )",40164929,RxNorm,2024-05-13,,
Drug 488809,0,VNR,IUM,1356056,RxNorm,2024-05-13,,
Drug 11409,0,VNR,SYMBICORT FORTE TURBUHALER (9+320 MIKROG/DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 169722,0,VNR,PACISYN (5 MG ),19020025,RxNorm,2024-05-13,,
Drug 412239,0,VNR,BENADRYL (8 MG ),1140124,RxNorm,2024-05-13,,
Drug 8395,0,VNR,"ZOLPIDEM ""HEXAL"" (10 MG )",40163492,RxNorm,2024-05-13,,
Drug 23685,0,VNR,"SIMVASTATIN ""KRKA"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 64281,0,VNR,"CLOPIDOGREL ""KRKA"" (75 MG )",19075601,RxNorm,2024-05-13,,
Drug 62935,0,VNR,HARMONET (75+20 MIKROGRAM ),40039760,RxNorm,2024-05-13,,
Drug 27886,0,VNR,NASONEX (50 MIKROGRAM/DOSIS ),42480110,RxNorm Extension,2024-05-13,,
Drug 519835,0,VNR,MG,938205,RxNorm,2024-05-13,,
Drug 519835,0,VNR,MG,0,,,,
Drug 521278,0,VNR,IMOCLONE (75 MG ),19044885,RxNorm,2024-05-13,,
Drug 388892,0,VNR,TERBASMIN TURBUHALER (05 MG/DOSIS ),43290291,RxNorm Extension,2024-05-13,,
Drug 414327,0,VNR,"METFORMIN ""AUROBINDO"" (500 MG )",40164929,RxNorm,2024-05-13,,
Drug 19455,0,VNR,FURIX (40 MG ),957136,RxNorm,2024-05-13,,
Drug 510156,0,VNR,"KLORZOXAZON ""DAK"" (250 MG )",19018871,RxNorm,2024-05-13,,
Drug 99758,0,VNR,FEMICEPT (150 MKG+30 MKG ),35766593,RxNorm Extension,2024-05-13,,
Drug 464941,0,VNR,SPIROCORT TURBUHALER (400 MIKROGRAM/DOSIS ),36813122,RxNorm Extension,2024-05-13,,
Drug 18144,0,VNR,"MIRTAZAPIN ""HEXAL"" (15 MG )",725178,RxNorm,2024-05-13,,
Drug 455493,0,VNR,SURLID (300 MG ),19063876,RxNorm,2024-05-13,,
Drug 426395,0,VNR,BRENTAN (20 MG/G ),40063807,RxNorm,2024-05-13,,
Drug 18638,0,VNR,"GLUCOSAMIN ""FERROSAN"" (400 MG )",42708329,RxNorm,2024-05-13,,
Drug 50922,0,VNR,"FUROSEMID ""HEXAL"" (40 MG )",957136,RxNorm,2024-05-13,,
Drug 456663,0,VNR,"ENALAPRIL ""SANDOZ"" (10 MG )",40165762,RxNorm,2024-05-13,,
Drug 441341,0,VNR,SPIRIX (25 MG ),19079658,RxNorm,2024-05-13,,
Drug 54309,0,VNR,SELEXID (400 MG ),36892666,RxNorm Extension,2024-05-13,,
Drug 446930,0,VNR,DIFLUCAN (150 MG ),1754999,RxNorm,2024-05-13,,
Drug 416792,0,VNR,PRIMCILLIN (50 MG/ML ),19133858,RxNorm,2024-05-13,,
Drug 497905,0,VNR,"METOPROLOLSUCCINAT ""HEXAL"" (25 MG )",40167211,RxNorm,2024-05-13,,
Drug 170081,0,VNR,BENDROZA (125+573 MG ),40011852,RxNorm,2024-05-13,,
Drug 557416,0,VNR,"KININ ""DAK"" (100 MG )",19107949,RxNorm,2024-05-13,,
Drug 594439,0,VNR,"KODEIN ""EQL PHARMA"" (25 MG )",40223099,RxNorm,2024-05-13,,
Drug 409425,0,VNR,RHINOCORT TURBUHALER (100 MIKROGRAM/DOSIS ),939394,RxNorm,2024-05-13,,
Drug 76097,0,VNR,"RAMIPRIL ""HEXAL"" (5 MG )",1334492,RxNorm,2024-05-13,,
Drug 389901,0,VNR,DOLOL (50 MG ),1103398,RxNorm,2024-05-13,,
Drug 155390,0,VNR,TRUXAL (50 MG ),19000960,RxNorm,2024-05-13,,
Drug 162115,0,VNR,SAROTEN (25 MG ),40162717,RxNorm,2024-05-13,,
Drug 106260,0,VNR,ESTRONORM (1+2 MG ),1548444,RxNorm,2024-05-13,,
Drug 40857,0,VNR,SEXADIEN (01 MG ),41202144,RxNorm Extension,2024-05-13,,
Drug 584856,0,VNR,"AMLODIPIN ""SANDOZ"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 21505,0,VNR,"AMLODIPIN ""ACTAVIS"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 561092,0,VNR,ODRIK (2 MG ),1342476,RxNorm,2024-05-13,,
Drug 101378,0,VNR,CARDOPAX RETARD (40 MG ),1383988,RxNorm,2024-05-13,,
Drug 505990,0,VNR,"DIAZEPAM ""DAK"" (5 MG )",723042,RxNorm,2024-05-13,,
Drug 85617,0,VNR,MG,40056523,RxNorm,2024-05-13,,
Drug 559948,0,VNR,ESTRING (75 MIKROG./24 TIMER ),1356401,RxNorm,2024-05-13,,
Drug 399510,0,VNR,TRADOLAN (50 MG ),19134047,RxNorm,2024-05-13,,
Drug 164141,0,VNR,"PREDNISOLON ""EQL PHARMA"" (5 MG )",1550560,RxNorm,2024-05-13,,
Drug 138404,0,VNR,PRIMCILLIN (800 MG ),19106639,RxNorm,2024-05-13,,
Drug 162149,0,VNR,SAROTEN (10 MG ),40162672,RxNorm,2024-05-13,,
Drug 193839,0,VNR,MILVANE (NA ),40039760,RxNorm,2024-05-13,,
Drug 409977,0,VNR,"QUETIAPIN ""ACCORD"" (25 MG )",766820,RxNorm,2024-05-13,,
Drug 21617,0,VNR,SPIRIVA (18 MIKROGRAM ),19112761,RxNorm,2024-05-13,,
Drug 166611,0,VNR,PHENERGAN (25 MG ),40180065,RxNorm,2024-05-13,,
Drug 124537,0,VNR,CARDIL (120 MG ),1328555,RxNorm,2024-05-13,,
Drug 513507,0,VNR,"METADON ""DAK"" (1 MG/ML )",40166310,RxNorm,2024-05-13,,
Drug 490268,0,VNR,PULMICORT TURBUHALER (400 MIKROGRAM/DOSIS ),36813122,RxNorm Extension,2024-05-13,,
Drug 515189,0,VNR,"NITROFURANTOIN ""DAK"" (50 MG )",920301,RxNorm,2024-05-13,,
Drug 140202,0,VNR,AKARIN (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 108628,0,VNR,"ALENDRONAT ""SANDOZ"" (70 MG )",40173612,RxNorm,2024-05-13,,
Drug 142364,0,VNR,BRENTAN (20 MG/G ),40063807,RxNorm,2024-05-13,,
Drug 530741,0,VNR,ACTIVELLE (05+1 MG ),42902238,RxNorm,2024-05-13,,
Drug 87304,0,VNR,IMOVANE (75 MG ),19044885,RxNorm,2024-05-13,,
Drug 160100,0,VNR,VINELLE (75 MIKROGRAM ),19101869,RxNorm,2024-05-13,,
Drug 81152,0,VNR,"SERTRALIN ""TEVA"" (100 MG )",739207,RxNorm,2024-05-13,,
Drug 531459,0,VNR,BRICANYL RETARD (75 MG ),40163455,RxNorm,2024-05-13,,
Drug 64699,0,VNR,CLOPIDOGREL VIATRIS (75 MG ),19075601,RxNorm,2024-05-13,,
Drug 414052,0,VNR,BONYL (500 MG ),19019273,RxNorm,2024-05-13,,
Drug 528055,0,VNR,SPIRON (25 MG ),19079658,RxNorm,2024-05-13,,
Drug 80507,0,VNR,NORITREN (50 MG ),40732882,RxNorm Extension,2024-05-13,,
Drug 498048,0,VNR,DIPROSPAN (7 MG/ML ),920458,RxNorm,2024-05-13,,
Drug 498048,0,VNR,DIPROSPAN (7 MG/ML ),920458,RxNorm,2024-05-13,,
Drug 130849,0,VNR,OXAPAX (15 MG ),19019484,RxNorm,2024-05-13,,
Drug 576810,0,VNR,"PARACETAMOL ""SANDOZ"" (500 MG )",19020053,RxNorm,2024-05-13,,
Drug 32027,0,VNR,CLOPIDOGREL ZENTIVA (75 MG ),19075601,RxNorm,2024-05-13,,
Drug 136684,0,VNR,"LAMOTRIGIN ""TEVA"" (100 MG )",705108,RxNorm,2024-05-13,,
Drug 462036,0,VNR,DERMOVAT (05 MG/G ),40109001,RxNorm,2024-05-13,,
Drug 29843,0,VNR,DICLON (50 MG ),40162346,RxNorm,2024-05-13,,
Drug 1191,0,VNR,APYDAN (300 MG ),718128,RxNorm,2024-05-13,,
Drug 404426,0,VNR,OFTAGEL (25 MG/G ),43149380,RxNorm Extension,2024-05-13,,
Drug 84256,0,VNR,PINEX RETARD (500 MG ),40005659,RxNorm,2024-05-13,,
Drug 440215,0,VNR,"ALLOPURINOL ""DAK"" (100 MG )",1167323,RxNorm,2024-05-13,,
Drug 9326,0,VNR,SELO-ZOK (25 MG ),40167211,RxNorm,2024-05-13,,
Drug 141713,0,VNR,ALOPAM (15 MG ),19019484,RxNorm,2024-05-13,,
Drug 41848,0,VNR,DICILLIN (500 MG ),1724668,RxNorm,2024-05-13,,
Drug 68188,0,VNR,"BUDESONID ""SANDOZ"" (64 MIKROGRAM/DOSIS )",19063315,RxNorm,2024-05-13,,
Drug 416883,0,VNR,SKINOREN (20% ),40131132,RxNorm,2024-05-13,,
Drug 167796,0,VNR,"PANTOPRAZOL ""SANDOZ"" (20 MG )",948079,RxNorm,2024-05-13,,
Drug 484618,0,VNR,ANDOLEX (15 MG/ML ),42707728,RxNorm,2024-05-13,,
Drug 490243,0,VNR,PULMICORT TURBUHALER (200 MIKROGRAM/DOSIS ),35157438,RxNorm Extension,2024-05-13,,
Drug 89692,0,VNR,BLOXAZOC (50 MG ),40167216,RxNorm,2024-05-13,,
Drug 4244,0,VNR,"IBUPROFEN ""ACTAVIS"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 401828,0,VNR,NORITREN (10 MG ),721728,RxNorm,2024-05-13,,
Drug 16294,0,VNR,LYRICA (75 MG ),19112671,RxNorm,2024-05-13,,
Drug 530188,0,VNR,MOVICOL (NA ),35603159,RxNorm,2024-05-13,,
Drug 42572,0,VNR,TODOLAC (300 MG ),1195536,RxNorm,2024-05-13,,
Drug 4676,0,VNR,"MAGNESIA ""MEDIC"" (500 MG )",36880031,RxNorm Extension,2024-05-13,,
Drug 20950,0,VNR,IUM,40052393,RxNorm,2024-05-13,,
Drug 93435,0,VNR,ROCILIN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 20361,0,VNR,"SIMVASTATIN ""ACTAVIS"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 22396,0,VNR,"RAMIPRIL/HYDROCHLORTHIAZID ""1A FARMA"" (5+25 MG )",974447,RxNorm,2024-05-13,,
Drug 515858,0,VNR,"PETIDIN ""DAK"" (100 MG )",19105487,RxNorm,2024-05-13,,
Drug 381197,0,VNR,"CITALOPRAM ""SANDOZ"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 452194,0,VNR,VERMOX (100 MG ),1794307,RxNorm,2024-05-13,,
Drug 48447,0,VNR,MARVELON (150+30 MIKROGRAM ),19058045,RxNorm,2024-05-13,,
Drug 117227,0,VNR,PANCILLIN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 5600,0,VNR,SPIRIVA (18 MIKROGRAM ),19112761,RxNorm,2024-05-13,,
Drug 23767,0,VNR,"AZITHROMYCIN ""SANDOZ"" (500 MG )",1734134,RxNorm,2024-05-13,,
Drug 61390,0,VNR,"PROPRANOLOL ""DAK"" (40 MG )",40163342,RxNorm,2024-05-13,,
Drug 593434,0,VNR,RIVOTRIL (2 MG ),798877,RxNorm,2024-05-13,,
Drug 21766,0,VNR,SPIRIX (25 MG ),19079658,RxNorm,2024-05-13,,
Drug 438424,0,VNR,EFEXOR DEPOT (75 MG ),19103819,RxNorm,2024-05-13,,
Drug 93178,0,VNR,"ENALAPRIL HYDROCHLORTHIAZID ""TEVA"" (20+125 MG )",40165771,RxNorm,2024-05-13,,
Drug 165975,0,VNR,"ATORVASTATIN ""KRKA"" (40 MG )",1545996,RxNorm,2024-05-13,,
Drug 7852,0,VNR,NUVARING (120+15 MIKG/24 TIMER ),1549786,RxNorm,2024-05-13,,
Drug 7852,0,VNR,NUVARING (120+15 MIKG/24 TIMER ),1519936,RxNorm,2024-05-13,,
Drug 182489,0,VNR,"SILDENAFIL ""TEVA"" (100 MG )",1316269,RxNorm,2024-05-13,,
Drug 479394,0,VNR,ERYCIN (500 MG ),19076960,RxNorm,2024-05-13,,
Drug 481509,0,VNR,"RAMIPRIL ""HEXAL"" (5 MG )",1334492,RxNorm,2024-05-13,,
Drug 17048,0,VNR,HJERDYL (150 MG ),19059059,RxNorm,2024-05-13,,
Drug 147736,0,VNR,MANDOLGIN (50 MG ),1103398,RxNorm,2024-05-13,,
Drug 57215,0,VNR,THYCAPZOL (5 MG ),1504672,RxNorm,2024-05-13,,
Drug 168567,0,VNR,"TETRACYCLIN ""ACTAVIS"" (500 MG )",1836975,RxNorm,2024-05-13,,
Drug 589198,0,VNR,"OMEPRAZOLE ""TEVA"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 472442,0,VNR,"ALLOPURINOL ""TEVA"" (100 MG )",1167323,RxNorm,2024-05-13,,
Drug 529362,0,VNR,"ALLOPURINOL ""DAK"" (300 MG )",19018787,RxNorm,2024-05-13,,
Drug 510172,0,VNR,"KLORZOXAZON ""DAK"" (250 MG )",19018871,RxNorm,2024-05-13,,
Drug 11098,0,VNR,PANTOLOC (40 MG ),19080217,RxNorm,2024-05-13,,
Drug 86625,0,VNR,"AMLODIPIN ""KRKA"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 151029,0,VNR,"AMLODIPIN ""TEVA"" (10 MG )",19073093,RxNorm,2024-05-13,,
Drug 21048,0,VNR,SINGULAIR (10 MG ),19023368,RxNorm,2024-05-13,,
Drug 435651,0,VNR,SEROQUEL (25 MG ),766820,RxNorm,2024-05-13,,
Drug 153895,0,VNR,"ALENDRONAT ""MYLAN"" (70 MG )",40173612,RxNorm,2024-05-13,,
