sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:full_add_eng,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
J07AM5132117338536,Tetanus combined with Diphtheria diTeBooster,561146,,solution for injection; susp. in syringe,0.38,APPROVED,EQUAL,Tomer Sagi,1731574307351,43519278,"0.5 ML diphtheria toxoid vaccine, inactivated 2 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Adt Booster]",Drug,MAPS_TO,Branded,Tomer Sagi,1731574306638,
J07BB0232128246776,Vaxigrip tetra Vaxigriptetra,166170,,solution for injection; susp. in syringe,0.41,APPROVED,EQUAL,Tomer Sagi,1731574441656,43864461,0.5 ML influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,Branded,Tomer Sagi,1731574441004,
J07AH070,Meningococcal group C; conjugated,1774,,solution for injection; susp. in syringe,0.64,APPROVED,EQUAL,Tomer Sagi,1731059599450,21046234,meningococcal group C polysaccharide Injection,Drug,MAPS_TO,no brand info,Tomer Sagi,1731059585377,
J07BB0232128246776,Vaxigrip tetra Vaxigriptetra,2839,,1 * 0.5 ml. Adults and children from 6 months injection solution; susp. in syringe,0.41,APPROVED,EQUAL,Tomer Sagi,1731575740999,43864461,0.5 ML influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,Branded,Tomer Sagi,1731575740286,
J07BA0132128196817,Tick ??borne encephalitis Encepur Adults,5996,,1 * 0.5ml. Children and adults from 12 years of age. Injection; susp. in syringe,0.29,APPROVED,EQUAL,Tomer Sagi,1731575858370,41049409,TICK-BORN ENCEPHALITIS VACC Injectable Solution [ENCEPUR],Drug,MAPS_TO,No dosage information,<auto>,1730992868702,
J07BF030,Polio; inactivated (IPV),23327,,solution for injection; susp. in syringe,0.27,APPROVED,EQUAL,Tomer Sagi,1731318361571,36261762,Human poliovirus Injectable Suspension,Drug,MAPS_TO,No brand information,Tomer Sagi,1731318359679,
J07AH0232117338525,Meningococcal group C; conjugated NeisVac-C,2108,,solution for injection; susp. in syringe,0.56,APPROVED,EQUAL,Tomer Sagi,1731059682339,35745357,meningococcal group C polysaccharide Injectable Solution [Neisvac C],Drug,MAPS_TO,No dosage information,<auto>,1730992869686,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056688121,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056691481,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056694052,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056699397,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056701344,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056703004,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056704570,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056706186,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,9309,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056709984,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056707947,
J07AM510,Tetanus combined with Diphtheria,413556,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731576392228,40243772,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Tenivac]",Drug,MAPS_TO,Branded,Tomer Sagi,1731576391440,
J07AP03191323,Typhoid; purified antigen for injection Typhim VI,36,,solution for injection; susp. in syringe,0.46,APPROVED,EQUAL,Tomer Sagi,1731576785259,43286682,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI],Drug,MAPS_TO,Branded,Tomer Sagi,1731576782124,
J07BB020,Vaxigrip tetra,3073,,solution for injection; susp. in syringe,0.42,APPROVED,EQUAL,Tomer Sagi,1731576856397,43864461,0.5 ML influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,Branded,Tomer Sagi,1731576855496,
J07AH080,Meningococcus ACWY; conjugated,533,,solution for injection; susp. in syringe,0.36,APPROVED,EQUAL,Tomer Sagi,1731059718936,46275260,meningococcal group A polysaccharide / meningococcal group C polysaccharide / meningococcal polysaccharide vaccine group W-135 / meningococcal polysaccharide vaccine group Y Injection,Drug,MAPS_TO,no brand info,Tomer Sagi,1731059716274,
J07BA010,Tick ??borne encephalitis,4222,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731576989046,43187698,0.25 ML TICK-BORN ENCEPHALITIS VACC 0.0048 MG/ML Injectable Suspension [TicoVac],Drug,MAPS_TO,Branded,Tomer Sagi,1731576988100,
J07BF0332120419984,Polio; inactivated (IPV) Poliovaccine Imovax,6825,,1 * 0.5ml. Adults and children from 2 months injection solution; susp. in syringe,0.36,APPROVED,INEXACT,Tomer Sagi,1731318562730,43219781,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Suspension [Imovax]",Drug,MAPS_TO,strain unspecified in original code,Tomer Sagi,1731318561058,
J07AH030,Meningococcal group A and C; polysaccharide,1060,,solution for injection; susp. in syringe,0.70,APPROVED,EQUAL,Tomer Sagi,1731059181284,36887548,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection,Drug,MAPS_TO,No brand info,Tomer Sagi,1731059179158,
J07AM51191308,Tetanus combined with Diphtheria DiTeBooster,32,,solution for injection; susp. in syringe,0.38,APPROVED,EQUAL,Tomer Sagi,1731577087762,43519278,"0.5 ML diphtheria toxoid vaccine, inactivated 2 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Adt Booster]",Drug,MAPS_TO,Branded,Tomer Sagi,1731577086982,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056716114,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056718892,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056721808,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056724113,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056726399,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056729212,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056731065,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056732788,
J07BB32136625747,Influenza vaccine; purified antigen; hj dose Fluzone,24318,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731056737987,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,match to specific year by actual drug exposure data. ,Tomer Sagi,1731056734934,
J07BB0232130972947,Influenza; purified antigen Influvactetra,7,,1 * 0.5 ml. Adults and children from 6 months injection; susp. in syringe,0.48,APPROVED,INEXACT,Tomer Sagi,1731055442800,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,"No such brand, looks like a typo",Tomer Sagi,1731055428914,
J07AH0932120202082,Meningococcus B; recombinant Bexsero,2293,,1 * 0.5ml. From 2 months. Age-dependent program injection solution; susp. in syringe,0.48,APPROVED,EQUAL,Tomer Sagi,1731064243140,45892098,meningococcal group B vaccine Prefilled Syringe [Bexsero],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731064240551,
J07AP0332117338503,Typhoid; purified antigen for injection Typhim VI,140678,,1 * 0.5ml. Adults and children aged 2 or older. solution for injection; susp. in syringe,0.46,APPROVED,EQUAL,Tomer Sagi,1731577326729,43286682,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI],Drug,MAPS_TO,Branded,Tomer Sagi,1731577325559,
J07AH0832118259740,Meningococcus ACWY; conjugated Nimenrix,33670,,1 * 0.5ml. Children from 6 weeks and adults. Age-dependent program injection solution; susp. in syringe,0.32,APPROVED,INEXACT,Tomer Sagi,1731059781063,21021512,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injection [Nimenrix],Drug,MAPS_TO,No specific age indication in OMOP code. ,Tomer Sagi,1731059778895,
J07BF0332120419984,Polio; inactivated (IPV) Poliovaccine Imovax,5330,,solution for injection; susp. in syringe,0.36,APPROVED,EQUAL,Tomer Sagi,1731318595279,36272099,Human poliovirus Injectable Suspension [Imovax],Drug,MAPS_TO,Branded,Tomer Sagi,1731318594378,
J07AH0332117338509,Meningococcal group A and C; polysaccharide Meningovax A+C,996,,solution for injection; susp. in syringe,0.63,APPROVED,EQUAL,Tomer Sagi,1731059213427,40124278,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution [Meningovax-AC],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731059211405,
J07AN32122877998,Tuberculosis; live weakened BCG Vaccine (Japan),901,,Adults and children > 1 year; 0.1 ml solution for injection; susp. in syringe,0.32,APPROVED,EQUAL,Tomer Sagi,1731577571012,41080818,BCG Vaccine Injectable Solution [Immun],Drug,MAPS_TO,No dosage information,<auto>,1730992880045,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056640525,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056642816,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056647714,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056651127,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056653130,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056654918,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056656526,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056658040,
J07BB0,Influenza vaccine; purified antigen; hj dose,772,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731056672798,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Assuming this is FLuzone. match to specific year by actual drug exposure data. ,Tomer Sagi,1731056659518,
J07BB020,Influenza; purified antigen,7,,1 * 0.5ml. Adults and children over 36 months injection solution; susp. in syringe,0.38,APPROVED,INEXACT,Tomer Sagi,1731054557614,43625200,influenza B virus antigen Injectable Suspension [Afluria],Drug,MAPS_TO,No brand / strain information,<auto>,1730992880340,
J07AJ32114342312,Whooping cough acellulr Kighoste;monokomponent; SLMK,12,,solution for injection; susp. in syringe,0.15,APPROVED,WIDER,Tomer Sagi,1731494951045,40068748,pertussis vaccine Injectable Solution,Drug,MAPS_TO,Not clear what component is the monocomponent or what SLMK means here,Tomer Sagi,1731494948927,
J07AP0332117338503,Typhoid; purified antigen for injection Typhim VI,32416,,solution for injection; susp. in syringe,0.46,APPROVED,EQUAL,Tomer Sagi,1731577648393,43286682,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI],Drug,MAPS_TO,Branded,Tomer Sagi,1731577647560,
J07AH0832114342304,Meningococcal group ACWY polysaccharide Menveo ACWY,12544,,1 * 0.5ml. Children from 1 year and adults. solution for injection; susp. in syringe,0.61,APPROVED,EQUAL,Tomer Sagi,1731059450425,35766293,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menveo],Drug,MAPS_TO,No brand information,Tomer Sagi,1731059449721,
J07BF0332117338508,"Polio; inactivated (IPV) Poliovaccine ""SSI""",3059,,1 * 0.5ml. Adults and children from 2 months injection solution; susp. in syringe,0.25,APPROVED,INEXACT,Tomer Sagi,1731318520859,43738110,"0.5 ML poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution [Poliovaccine Ssi]",Drug,MAPS_TO,strain unspecified in original code,Tomer Sagi,1731318504215,
J07BB020,Influenza; purified antigen,6259018,,solution for injection; susp. in syringe,0.38,APPROVED,INEXACT,Tomer Sagi,1731054558214,43625200,influenza B virus antigen Injectable Suspension [Afluria],Drug,MAPS_TO,No brand / strain information,<auto>,1730992885061,
J07AN32122877998,Tuberculosis; live weakened BCG Vaccine (Japan),518,,solution for injection; susp. in syringe,0.32,APPROVED,EQUAL,Tomer Sagi,1731577820132,41080818,BCG Vaccine Injectable Solution [Immun],Drug,MAPS_TO,No dosage information,<auto>,1730992885500,
J07AJ010,Whooping cough whole cell,22022,,solution for injection; susp. in syringe,0.30,APPROVED,INEXACT,Tomer Sagi,1731494827599,40068748,pertussis vaccine Injectable Solution,Drug,MAPS_TO,"No specific code for whole cell vaccine, but there are codes for acellular so maybe this one is meant for whole cell",Tomer Sagi,1731494808338,
J07AH0332117338509,Meningococcal group A and C; polysaccharide Meningovax A+C,133,,1 * 0.5ml. Adults and children over 18 months: solution for injection; susp. in syringe,0.63,APPROVED,EQUAL,Tomer Sagi,1731059207328,40124278,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution [Meningovax-AC],Drug,MAPS_TO,,Tomer Sagi,1731059204451,
J07BB32137597154,Influenza vaccine; purified antigen; hj dose Trivalent Infl. Vacc. Hjdosis,26157,,1 * 0.5 ml. Adults from 85 years of age. Injection; susp. in syringe,0.18,APPROVED,EQUIVALENT,Tomer Sagi,1731056943800,46276177,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension,Drug,MAPS_TO,No brand info,Tomer Sagi,1731056932237,
J07AP100,Typhoid; combinations with paratyphoid types,1696,,solution for injection; susp. in syringe,0.24,APPROVED,EQUAL,Tomer Sagi,1731578011607,40753398,"Hepatitis A Vaccine, Inactivated / Typhoid Vaccine Live Ty21a Injectable Suspension [Hepatyrix]",Drug,MAPS_TO,No dosage information,<auto>,1730992888247,
J07AH0832118259740,Meningococcus ACWY; conjugated Nimenrix,8766,,solution for injection; susp. in syringe,0.32,APPROVED,EQUAL,Tomer Sagi,1731578167904,44132854,0.5 ML meningococcal group A polysaccharide 0.01 MG/ML / meningococcal group C polysaccharide 0.01 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.01 MG/ML / ... Injectable Solution [Nimenrix],Drug,MAPS_TO,Branded,Tomer Sagi,1731578166404,
J07BB020,Influenza; purified antigen,403255,,solution for injection; susp. in syringe,0.38,APPROVED,INEXACT,Tomer Sagi,1731054559457,43625200,influenza B virus antigen Injectable Suspension [Afluria],Drug,MAPS_TO,No brand / strain information,<auto>,1730992889073,
J07BF0332117338508,"Polio; inactivated (IPV) Poliovaccine ""SSI""",2299,,solution for injection; susp. in syringe,0.25,APPROVED,INEXACT,Tomer Sagi,1731318622530,43588861,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution [Poliovaccine Ssi]",Drug,MAPS_TO,strain unspecified in original code,Tomer Sagi,1731318621342,
J07AN32122877998,Tuberculosis; live weakened BCG Vaccine (Japan),231,,Brn < 1 yr; 0.05 ml solution for injection; susp. in syringe,0.32,APPROVED,EQUAL,Tomer Sagi,1731578271003,41080818,BCG Vaccine Injectable Solution [Immun],Drug,MAPS_TO,No dosage information,<auto>,1730992890097,
J07AJ0132122576789,Whooping cough whole cell Kighoste,414,,solution for injection; susp. in syringe,0.23,APPROVED,INEXACT,Tomer Sagi,1731494844739,40068748,pertussis vaccine Injectable Solution,Drug,MAPS_TO,"No specific code for whole cell vaccine, but there are codes for acellular so maybe this one is meant for whole cell",Tomer Sagi,1731494843859,
J07BB32137597154,Influenza vaccine; purified antigen; hj dose Trivalent Infl. Vacc. Hjdosis,15142,,solution for injection; susp. in syringe,0.18,APPROVED,EQUIVALENT,Tomer Sagi,1731056956901,46276177,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension,Drug,MAPS_TO,no brand info,Tomer Sagi,1731056947967,
J07AL0232174918347,Apexx fool Apexxnar,1533,,solution for injection; susp. in syringe,0.54,APPROVED,EQUAL,Tomer Sagi,1731003550030,36932734,Streptococcus pneumoniae Injectable Suspension [Apexxnar],Drug,MAPS_TO,No dosage information,<auto>,1730992892428,
J07AH03191313,Meningococcal group A and C; polysaccharide Meningovax A+C,6,,solution for injection; susp. in syringe,0.63,APPROVED,EQUAL,Tomer Sagi,1731059218101,40124278,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution [Meningovax-AC],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731059217081,
J07BA0132117338535,Tick ??borne encephalitis TicoVac,146487,,1 * 0.5 ml. Adults and children from 16 years. injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731578607139,43165017,0.5 ML TICK-BORN ENCEPHALITIS VACC 0.0048 MG/ML Injectable Suspension [TicoVac],Drug,MAPS_TO,Branded,Tomer Sagi,1731578606246,
J07BB0232115626461,Influenza; purified antigen Fluarix,142,,1 * 0.25ml. Children from 6 - 35 months injection liquid; susp. in syringe,0.49,APPROVED,INEXACT,Tomer Sagi,1731054957122,43751228,influenza B virus antigen Injectable Suspension [Fluarix],Drug,MAPS_TO,"Unkown strain, no specific children version in OMOP for FLuarix",<auto>,1730992893619,
J07AH0832114342304,Meningococcal group ACWY polysaccharide Menveo ACWY,6859,,solution for injection; susp. in syringe,0.61,APPROVED,EQUAL,Tomer Sagi,1731059462674,35766293,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menveo],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731059461673,
J07AJ020,Whooping cough acellulr,615,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731494861615,40069051,"acellular pertussis vaccine, inactivated Injectable Solution",Drug,MAPS_TO,No brand information,Tomer Sagi,1731494860833,
J07AL020,Apexx fool,31,,solution for injection; susp. in syringe,0.24,APPROVED,EQUAL,Tomer Sagi,1731003548893,36932734,Streptococcus pneumoniae Injectable Suspension [Apexxnar],Drug,MAPS_TO,no dosag information,<auto>,1730992894555,
J07AN0132117338504,"Tuberculosis; live weakened BCG Vaccine ""SSI""",1362,,Adults and children > 1 year; 0.1 ml solution for injection; susp. in syringe,0.29,APPROVED,EQUAL,Tomer Sagi,1731578933234,41080818,BCG Vaccine Injectable Solution [Immun],Drug,MAPS_TO,No dosage information,<auto>,1730992894709,
