sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:orig,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
KEJA10,Biopsy of floor of mouth,19661,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938932055,4274351,Biopsy of floor of mouth,Procedure,MAPS_TO,,<auto>,1729857074225,
KUKD02,Endoscopy of urethra,360640,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042023688,4298398,Endoscopy of urethra,Procedure,MAPS_TO,,<auto>,1729857074227,
KTEW99,Procedure on pharynx,18848,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043665144,4043171,Procedure on pharynx,Procedure,MAPS_TO,,<auto>,1729857074264,
KTEW99,Procedure on pharynx,18848,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043665144,4223516,Operation on lip,Procedure,MAPS_TO,,SBRU,1732042072460,
KTEW99,Procedure on pharynx,18848,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043665144,4119290,Removal and restoration of teeth,Procedure,MAPS_TO,,SBRU,1732042089497,
KQCB99,Open wound of upper limb,377428,,Finland,0.74,APPROVED,EQUIVALENT,SBRU,1730373647106,40486961,Debridement of wound of upper limb,Procedure,MAPS_TO,,<auto>,1729857074266,
KTJA00,Puncture wound of perineum,10571,,Finland,0.69,APPROVED,WIDER,SBRU,1730367748093,4040396,Procedure on abdomen,Procedure,MAPS_TO,,SBRU,1730367538757,
KKGV10,Lysis of penile adhesions,6959,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011196976,4321575,Lysis of penile adhesions,Procedure,MAPS_TO,,<auto>,1729857074268,
KLBE00,Fallopian tube excision,12720,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011528862,44513525,Unilateral salpingectomy NEC,Procedure,MAPS_TO,DK source term isensidet salpingektomi,SBRU,1732011468044,
KLCC10,Supracervical hysterectomy,13013,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011937424,4306070,Supracervical hysterectomy,Procedure,MAPS_TO,,<auto>,1729857074384,
KNFH20,Dislocation of hip joint,46935,,Finland,0.74,APPROVED,WIDER,SBRU,1730368980977,4280680,Closed manipulation of dislocation of hip,Procedure,MAPS_TO,,SBRU,1730368964449,
KQDA10,Incision and drainage of skin,31332,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043206802,4266232,Incision and drainage of skin,Procedure,MAPS_TO,,<auto>,1729857074452,
KJDF11,Laparoscopic bypass of stomach,20386,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944077444,46270974,Laparoscopic bypass of stomach,Procedure,MAPS_TO,,<auto>,1729857074483,
KFXA00,Cardiopulmonary bypass operation,15939,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940179793,4272324,Cardiopulmonary bypass operation,Procedure,MAPS_TO,,<auto>,1729857074535,
KNFJ70,External fixation of femur,36978,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013792943,40488930,External fixation of femur,Procedure,MAPS_TO,,<auto>,1729857074586,
KQBJ00,Suction assisted lipectomy of trunk,24178,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039136512,4033398,Suction assisted lipectomy of trunk,Procedure,MAPS_TO,,<auto>,1729857074646,
KJFK00,Unmapped,8369,,Finland,0.28,APPROVED,WIDER,SBRU,1730454633147,4040561,Procedure on intestine,Procedure,MAPS_TO,,SBRU,1730454622689,
KQCA50,Procedure on skin of upper extremity,20016,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039222245,4042323,Procedure on skin of upper extremity,Procedure,MAPS_TO,,<auto>,1729857074723,
KLFB10,Excision of vulval lesion,17080,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012268419,4127079,Excision of vulval lesion,Procedure,MAPS_TO,,<auto>,1729857074755,
KJAP01,Laparoscopic lysis of adhesion of peritoneum,16451,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942439086,46270663,Laparoscopic lysis of adhesion of peritoneum,Procedure,MAPS_TO,,<auto>,1729857074777,
KTCF00,Injection of therapeutic agent,29566,,Finland,0.76,APPROVED,EQUIVALENT,SBRU,1730373895580,4252594,Subconjunctival injection,Procedure,MAPS_TO,,SBRU,1730373799690,
KQAB99,Procedure for wound collection,207183,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038119743,4081872,Procedure for wound collection,Procedure,MAPS_TO,,<auto>,1729857074813,
KTFC00,Catheterization of right heart,28142,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042190936,4223626,Catheterization of right heart,Procedure,MAPS_TO,,<auto>,1729857074824,
KUJH02,Anoscopy,334454,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042190936,4230660,Anoscopy,Procedure,MAPS_TO,,<auto>,1729857074829,
KLGA21,Tubal occlusion,31375,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012557848,4098910,Tubal occlusion,Procedure,MAPS_TO,,<auto>,1729857074858,
KLGA21,Tubal occlusion,31375,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012557848,4070938,Endoscopic occlusion of bilateral fallopian tubes,Procedure,MAPS_TO,,SBRU,1732012548300,
KTJJ00,Percutaneous needle biopsy of liver,92563,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042216017,4123999,Percutaneous needle biopsy of liver,Procedure,MAPS_TO,,<auto>,1729857074890,
KLAF00,Unmapped,20097,,Finland,0.28,APPROVED,EQUAL,SBRU,1732011339696,2004244,Unilateral salpingo-oophorectomy,Procedure,MAPS_TO,,SBRU,1732011290647,
KABC26,Excision of lumbar intervertebral disc,50631,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987266785,4083391,Excision of lumbar intervertebral disc,Procedure,MAPS_TO,,<auto>,1729857074976,
KQAB00,Suture of skin of head or neck,285161,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038119743,4143660,Suture of skin of head or neck,Procedure,MAPS_TO,,<auto>,1729857075050,
KTJA40,Unmapped,36784,,Finland,0.28,APPROVED,EQUIVALENT,SBRU,1730455688211,46270662,Percutaneous drainage of abscess of peritoneum,Procedure,MAPS_TO,,SBRU,1730455677975,
KLDA20,Cervical biopsy,151869,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011961283,4175471,Cervical biopsy,Procedure,MAPS_TO,,<auto>,1729857075106,
KTNB11,Injection of therapeutic substance into joint,18411,,Finland,0.88,APPROVED,NARROWER,SBRU,1729864777227,37153529,Injection of drug or medicament into joint,Procedure,MAPS_TO,,SBRU,1729864744428,
KQDG20,Surgical procedure on lower extremity,18798,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042317947,4154990,Excision of lesion of skin of lower extremity,Procedure,MAPS_TO,DK source term Operation af kronisk sår i hud på underekstremetit,SBRU,1732042310297,
KLAA10,Retrieval of oocyte by transabdominal approach,121739,,Finland,0.62,APPROVED,WIDER,SBRU,1730364342972,4072862,Oocyte recovery,Procedure,MAPS_TO,,<auto>,1729857075197,
KQAA10,Incision of skin of head or neck,21550,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038044626,4075473,Incision of skin of head or neck,Procedure,MAPS_TO,,<auto>,1729857075295,
KDKW00,Cauterization of internal nose,32598,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938142628,4067257,Cauterization of internal nose,Procedure,MAPS_TO,,<auto>,1729857075326,
KQCB00,Suture of skin wound of limb,364060,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042401107,4103530,Suture of skin wound of limb,Procedure,MAPS_TO,,<auto>,1729857075329,
KPHT99,Introduction of therapeutic substance into vein,21498,,Finland,0.76,APPROVED,WIDER,SBRU,1730374960070,4213465,Injection of sclerosing agent in vein,Procedure,MAPS_TO,,SBRU,1730374947356,
KTKD00,Dilation of urethra,19643,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042401107,4147379,Dilation of urethra,Procedure,MAPS_TO,,<auto>,1729857075436,
KJHD20,Incision of anal fistula,20409,,Finland,1.0,APPROVED,EQUAL,SBRU,1732008665399,4196919,Incision of anal fistula,Procedure,MAPS_TO,,<auto>,1729857075463,
KLAC01,Laparoscopic removal of ovarian cyst,22107,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011297684,42872569,Laparoscopic removal of ovarian cyst,Procedure,MAPS_TO,,<auto>,1729857075558,
KQBE00,Skin of trunk excision,30990,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4030033,Skin of trunk excision,Procedure,MAPS_TO,,<auto>,1729857075589,
KTQW00,Removal of mesh,28140,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042558875,4081731,Biopsy of skin,Procedure,MAPS_TO,DK souirce term biopsia cutis,SBRU,1732042540627,
KQCA50,Cryotherapy of skin,20016,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039222245,4176113,Cryotherapy of skin,Procedure,MAPS_TO,,<auto>,1729857075626,
KQDA50,Cryotherapy of skin,17320,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043232825,4176113,Cryotherapy of skin,Procedure,MAPS_TO,,<auto>,1729857075626,
KABC16,Excision of lumbar intervertebral disc,24891,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987243484,4083391,Excision of lumbar intervertebral disc,Procedure,MAPS_TO,,<auto>,1729857075632,
KEJC20,Incision of lingual frenum,10520,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938997266,4320774,Incision of lingual frenum,Procedure,MAPS_TO,,<auto>,1729857075718,
KJFK10,Lysis of adhesions of intestines,15908,,Finland,1.0,APPROVED,EQUAL,SBRU,1732008089652,4240701,Lysis of adhesions of intestines,Procedure,MAPS_TO,,<auto>,1729857075764,
KCBB30,Excision of lesion of eyelid,24149,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987404911,4065710,Excision of lesion of eyelid,Procedure,MAPS_TO,,<auto>,1729857075870,
KKFH00,Repair of testis,18399,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011013703,4246684,Repair of testis,Procedure,MAPS_TO,,<auto>,1729857075962,
KKCE02,Transurethral removal of calculus from bladder without incision,15284,,Finland,0.78,APPROVED,EQUIVALENT,SBRU,1730379357828,40493267,Cystoscopy and removal of calculus of urinary bladder,Procedure,MAPS_TO,,SBRU,1730379114582,
KUDQ02,Direct laryngoscopy,50569,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042648901,4301600,Direct laryngoscopy,Procedure,MAPS_TO,,<auto>,1729857076035,
KQBB10,"Change of dressing, major",207122,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4093926,"Change of dressing, major",Procedure,MAPS_TO,,<auto>,1729857076155,
KJDH18,Endoscopic dilatation of duodenum,12705,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944539326,4043184,Procedure on duodenum,Procedure,MAPS_TO,,SBRU,1731944538066,
KTKC10,Paracentesis of bladder,36322,,Finland,0.79,APPROVED,EQUIVALENT,SBRU,1730375303786,44783614,Percutaneous aspiration of urinary bladder,Procedure,MAPS_TO,,SBRU,1730375201283,
KQAE10,Excision of lesion of skin of head,151860,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038590040,42872674,Excision of lesion of skin of head,Procedure,MAPS_TO,,<auto>,1729857076298,
KCJE20,Phacoemulsification of cataract with intraocular lens implantation,1092804,,Finland,1.0,APPROVED,EQUAL,SBRU,1731927832499,4187207,Phacoemulsification of cataract with intraocular lens implantation,Procedure,MAPS_TO,,<auto>,1729857076319,
KJKE32,Endoscopic dilatation of bile duct,6920,,Finland,1.0,APPROVED,EQUAL,SBRU,1732009246942,4199705,Endoscopic dilation of bile duct,Procedure,MAPS_TO,,<auto>,1729857076350,
KFXA96,Cardiopulmonary bypass operation,29323,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940179793,4272324,Cardiopulmonary bypass operation,Procedure,MAPS_TO,,<auto>,1729857076365,
KQDA40,Ion laser photocoagulation,18779,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042771715,4313554,Ion laser photocoagulation,Procedure,MAPS_TO,,<auto>,1729857076369,
KQDA40,Ion laser photocoagulation,18779,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042771715,4042650,Procedure on lower extremity,Procedure,MAPS_TO,,SBRU,1732042766066,
KKFD46,Bilateral vasectomy,120528,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011013703,4117037,Excision of bilateral vas deferens,Procedure,MAPS_TO,,<auto>,1729857076380,
KNBJ41,Closed reduction of fracture of humerus,18840,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013188702,4219029,Closed reduction of fracture of humerus,Procedure,MAPS_TO,,<auto>,1729857076411,
KJAB30,Primary repair of inguinal hernia using synthetic patch,159720,,Finland,1.0,APPROVED,EQUAL,SBRU,1731941925596,4070702,Primary repair of inguinal hernia using synthetic patch,Procedure,MAPS_TO,,<auto>,1729857076432,
KQDB10,Dressing of leg ulcer,468813,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043290545,44807107,Dressing of leg ulcer,Procedure,MAPS_TO,,<auto>,1729857076433,
KMAA10,Transcervical sampling of chorionic villus,72231,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012796126,4169965,Transcervical sampling of chorionic villus,Procedure,MAPS_TO,,<auto>,1729857076443,
KDHB50,Reduction of nasal turbinate,16394,,Finland,1.0,APPROVED,EQUAL,SBRU,1731936874068,4048321,Reduction of nasal turbinate,Procedure,MAPS_TO,,<auto>,1729857076482,
KTND10,Arthrocentesis,27909,,Finland,1.0,APPROVED,EQUAL,SBRU,1732042899709,4233386,Arthrocentesis,Procedure,MAPS_TO,,<auto>,1729857076599,
KCBB20,Excision of verruca of eyelid,19851,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987404911,4322623,Excision of verruca of eyelid,Procedure,MAPS_TO,,<auto>,1729857076631,
KUJC12,Fiberoptic esophagoscopy,30781,,Finland,0.9,APPROVED,WIDER,SBRU,1729864509016,4171183,Endoscopy of esophagus,Procedure,MAPS_TO,,SBRU,1729864483167,
KGAA10,Insertion of pleural tube drain,262796,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940277790,4141919,Insertion of pleural tube drain,Procedure,MAPS_TO,,<auto>,1729857076703,
KTNH10,Procedure on joint of lower extremity,19964,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044164230,4044887,Procedure on joint of lower extremity,Procedure,MAPS_TO,,<auto>,1729857076753,
KKDV12,Internal urethrotomy,21165,,Finland,1.0,APPROVED,EQUAL,SBRU,1732010423438,4118717,Internal urethrotomy,Procedure,MAPS_TO,,<auto>,1729857076792,
KQAA40,Laser destruction of lesion of skin of head or neck,91566,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038044626,4070327,Laser destruction of lesion of skin of head or neck,Procedure,MAPS_TO,,<auto>,1729857076803,
KJCA32,Endoscopy of upper gastrointestinal tract and injection of varix of esophagus,12190,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942648326,40489325,Endoscopy of upper gastrointestinal tract and injection of varix of esophagus,Procedure,MAPS_TO,,<auto>,1729857076830,
KPJD41,Excision of cervical lymph nodes group,31795,,Finland,1.0,APPROVED,EQUAL,SBRU,1732037901706,4200391,Excision of cervical lymph nodes group,Procedure,MAPS_TO,,<auto>,1729857076845,
KTNA00,Specimen obtained by fine needle aspiration procedure,46691,,Finland,0.64,APPROVED,EQUIVALENT,SBRU,1730365192123,44808112,Specimen collection by needle aspiration,Procedure,MAPS_TO,,<auto>,1729857076929,
KTNA00,Specimen obtained by fine needle aspiration procedure,46691,,Finland,0.64,APPROVED,EQUIVALENT,SBRU,1730365192123,4080549,Lumbar puncture,Procedure,MAPS_TO,,SBRU,1730364924446,
KQBA99,Operation on skin of trunk,19365,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038819469,4179027,Operation on skin of trunk,Procedure,MAPS_TO,,<auto>,1729857076941,
KACC53,Decompression of ulnar nerve,17308,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987276663,4158896,Decompression of ulnar nerve,Procedure,MAPS_TO,,<auto>,1729857076996,
KJAD30,Repair of incisional hernia using synthetic patch,19211,,Finland,1.0,APPROVED,EQUAL,SBRU,1731941955499,4031972,Repair of incisional hernia using synthetic patch,Procedure,MAPS_TO,,<auto>,1729857077123,
KJCF12,Endoscopic insertion of tubal prosthesis into esophagus,12913,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942768735,40493292,Insertion of esophageal stent,Procedure,MAPS_TO,The DK source concept is indsættelse af stent i spiserør and this maps to insertion of esophageal stent,SBRU,1731942718020,
KMBA10,Manual examination of uterus,21912,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012941047,4228655,Manual examination of uterus,Procedure,MAPS_TO,,<auto>,1729857077190,
KKFC00,Total orchidectomy,18925,,Finland,1.0,APPROVED,EQUAL,SBRU,1732010306825,2004063,Unilateral orchiectomy,Procedure,MAPS_TO,,SBRU,1732010299822,
KPHT99,Injection of sclerosing agent in vein,21498,,Finland,1.0,APPROVED,EQUAL,SBRU,1732037901706,4213465,Injection of sclerosing agent in vein,Procedure,MAPS_TO,,<auto>,1729857077318,
KEJA10,Biopsy of tongue,19661,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938932055,4075158,Biopsy of tongue,Procedure,MAPS_TO,,<auto>,1729857077321,
KJAE10,Repair of epigastric hernia,10482,,Finland,1.0,APPROVED,EQUAL,SBRU,1731941999538,4080019,Repair of epigastric hernia,Procedure,MAPS_TO,,<auto>,1729857077357,
KQBB10,Exploration of wound of skin,207122,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4114775,Exploration of wound of skin,Procedure,MAPS_TO,,<auto>,1729857077461,
KDCD00,Myringoplasty,20969,,Finland,1.0,APPROVED,EQUAL,SBRU,1731936147798,4245362,Myringoplasty,Procedure,MAPS_TO,,<auto>,1729857077476,
KLDB00,Excision of lesion of cervix,29064,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4264661,Excision of lesion of cervix,Procedure,MAPS_TO,,<auto>,1729857077536,
KQAE10,Excision of lesion of skin of neck,151860,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038590040,42872675,Excision of lesion of skin of neck,Procedure,MAPS_TO,,<auto>,1729857077542,
KMBA03,Aspiration curettage of uterus after delivery,32355,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012796126,4086505,Aspiration curettage of uterus after delivery,Procedure,MAPS_TO,,<auto>,1729857077551,
KJFA15,Colonoscopic polypectomy,431476,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944646256,4209537,Colonoscopic polypectomy,Procedure,MAPS_TO,,<auto>,1729857077574,
KTNH10,Arthrocentesis,19964,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044164230,4233386,Arthrocentesis,Procedure,MAPS_TO,,<auto>,1729857077576,
KLFB20,Destruction of lesion of female perineum,24648,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012312669,4072274,Destruction of lesion of female perineum,Procedure,MAPS_TO,,<auto>,1729857077582,
KLFB20,Destruction of lesion of female perineum,24648,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012312669,4074005,Destruction of vulval lesion,Procedure,MAPS_TO,,SBRU,1732012306478,
KEMB30,Tonsillectomy,46518,,Finland,1.0,APPROVED,EQUAL,SBRU,1731939481615,4003875,Adenoid excision,Procedure,MAPS_TO,The DK source code is adenotomi that maps to adenoidectomy,SBRU,1731939423005,
KQDE00,Excision of lesion of lower limb vein,12772,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043312874,4307522,Excision of lesion of lower limb vein,Procedure,MAPS_TO,,<auto>,1729857077635,
KQDG00,Debridement of ulcer,23847,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043347826,4194872,Debridement of ulcer,Procedure,MAPS_TO,,<auto>,1729857077668,
KTKE00,Needle biopsy of prostate,128649,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043953551,4343108,Needle biopsy of prostate,Procedure,MAPS_TO,,<auto>,1729857077688,
KCGD20,Laser assisted in situ keratomileusis,24702,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987615329,4208212,Laser assisted in situ keratomileusis,Procedure,MAPS_TO,,<auto>,1729857077713,
KUDQ12,Flexible fiberoptic laryngoscopy,1039913,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044479478,4176717,Flexible fiberoptic laryngoscopy,Procedure,MAPS_TO,,<auto>,1729857077744,
KKBE12,Cystoscopic extraction of ureteric calculus,16545,,Finland,1.0,APPROVED,EQUAL,SBRU,1732009865641,4143508,Ureteroscopic removal of ureteric calculus,Procedure,MAPS_TO,The DK source term is transluminal endoskopisk ekstraktion af ureterkonrement which maps to ureteroscopic remeoval of ureteric calculus,SBRU,1732009861929,
KHAD99,Plastic operation on the breast,6873,,Finland,1.0,APPROVED,EQUAL,SBRU,1731941213070,4129201,Plastic operation on the breast,Procedure,MAPS_TO,,<auto>,1729857077902,
KHAC25,Radical mastectomy,31730,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940983280,4298492,Radical mastectomy,Procedure,MAPS_TO,,<auto>,1729857077905,
KLEB00,Vaginal biopsy,12904,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4006849,Vaginal biopsy,Procedure,MAPS_TO,,<auto>,1729857077906,
KTKC10,Suprapubic aspiration of bladder,36322,,Finland,0.86,APPROVED,EQUIVALENT,SBRU,1729869205285,44783614,Percutaneous aspiration of urinary bladder,Procedure,MAPS_TO,,SBRU,1729868481350,
KUJF45,Flexible fiberoptic sigmoidoscopy,169601,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044736749,4196378,Flexible fiberoptic sigmoidoscopy,Procedure,MAPS_TO,,<auto>,1729857077981,
KLEG10,Introduction of tension free vaginal tape,15785,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4200280,Introduction of tension free vaginal tape,Procedure,MAPS_TO,,<auto>,1729857077992,
KFNC20,Unmapped,21681,,Finland,0.28,APPROVED,EQUIVALENT,SBRU,1730456014688,4234990,Aortocoronary bypass of two coronary arteries,Procedure,MAPS_TO,,SBRU,1730456004784,
KQBA10,Incision and drainage of trunk,71224,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038819469,4030745,Incision and drainage of trunk,Procedure,MAPS_TO,,<auto>,1729857078001,
KJGB01,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,8528,,Finland,1.0,APPROVED,EQUAL,SBRU,1732008299237,37204026,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,Procedure,MAPS_TO,,<auto>,1729857078025,
KTNB10,Procedure on shoulder joint,18728,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044059000,4040539,Procedure on shoulder joint,Procedure,MAPS_TO,,<auto>,1729857078061,
KDHB50,Operation on nasal turbinate,16394,,Finland,1.0,APPROVED,EQUAL,SBRU,1731936879259,4067256,Operation on nasal turbinate,Procedure,MAPS_TO,,<auto>,1729857078091,
KJCA08,Endoscopic procedure,17013,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942610352,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729857078137,
KJAH01,Laparoscopy,151022,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942248089,4251314,Laparoscopy,Procedure,MAPS_TO,,<auto>,1729857078158,
